id,nombre,precio,fecha
3777,SSD 370,4814.37,2024-11-16
3778,Disco Duro 801,4819.65,2024-07-28
3779,Router 838,4873.03,2025-01-26
3780,Teclado 715,4652.67,2024-09-25
3781,Disco Duro 756,1357.42,2024-03-29
3782,Parlante 778,2072.53,2024-11-28
3783,Mouse Pad 228,3326.67,2024-07-11
3784,Parlante 593,1041.38,2024-06-19
3785,Parlante 494,3777.39,2024-10-15
3786,Cargador 830,2653.36,2024-05-21
3787,Tablet 914,4565.11,2025-01-18
3788,Cable HDMI 886,1910.69,2025-04-09
3789,Micrófono 711,4060.55,2024-02-29
3790,Mouse Pad 647,193.27,2025-04-05
3791,Smartwatch 741,3063.74,2025-03-21
3792,Micrófono 134,742.05,2024-02-29
3793,Router 279,832.36,2024-01-21
3794,Auriculares 840,3943.3,2025-02-22
3795,Memoria USB 898,3919.65,2025-03-30
3796,Monitor 881,1612.77,2024-08-27
3797,Parlante 801,2627.0,2024-01-03
3798,Cámara 531,751.75,2024-01-20
3799,Smartphone 683,2055.91,2024-01-17
3800,Memoria USB 686,4147.2,2024-10-13
3801,Router 662,1904.39,2024-09-02
3802,Disco Duro 318,2024.99,2025-01-08
3803,Auriculares 605,1206.01,2024-08-16
3804,Laptop 596,811.57,2024-10-10
3805,Cable HDMI 416,1393.99,2025-05-04
3806,Parlante 571,1478.04,2024-04-20
3807,Cámara 164,1531.96,2024-02-17
3808,Mouse Pad 754,2111.26,2024-03-24
3809,Cámara 460,2539.51,2024-09-05
3810,Smartphone 346,715.65,2024-06-29
3811,Memoria USB 562,2918.26,2025-02-17
3812,Smartwatch 667,4064.0,2024-01-07
3813,Mouse Pad 919,3408.62,2024-10-25
3814,Parlante 505,699.62,2024-05-20
3815,Impresora 295,3349.8,2024-08-08
3816,Parlante 896,442.0,2024-03-14
3817,Parlante 365,3256.66,2024-12-27
3818,Mouse 818,2830.22,2024-08-05
3819,Disco Duro 509,4662.15,2024-01-13
3820,Parlante 129,2443.44,2024-04-21
3821,Impresora 480,2828.28,2024-02-19
3822,SSD 317,1561.97,2024-08-05
3823,Auriculares 218,1328.63,2025-01-14
3824,Memoria USB 635,1019.31,2024-07-15
3825,Monitor 495,1569.74,2024-08-28
3826,Teclado 459,247.05,2024-05-22
3827,SSD 567,365.3,2024-12-25
3828,Router 249,3808.36,2024-06-05
3829,Mouse Pad 331,475.69,2024-04-11
3830,Teclado 163,372.29,2024-05-07
3831,Mouse 416,2032.17,2024-01-19
3832,Impresora 989,3337.49,2024-09-01
3833,Micrófono 539,548.2,2024-10-26
3834,Parlante 519,1055.12,2025-04-12
3835,Impresora 904,3010.41,2025-04-22
3836,Smartwatch 402,4034.81,2024-09-04
3837,Disco Duro 789,3072.87,2024-04-20
3838,Auriculares 429,275.12,2024-12-27
3839,Mouse Pad 114,3791.78,2024-01-30
3840,Micrófono 155,3264.67,2024-05-23
3841,Mouse 484,2665.37,2024-10-12
3842,Monitor 535,4272.95,2024-08-15
3843,Cargador 355,4312.28,2025-03-28
3844,Micrófono 374,564.49,2024-09-09
3845,Mouse Pad 215,1263.13,2025-03-19
3846,Router 742,1433.34,2024-10-18
3847,Auriculares 818,1387.91,2024-07-16
3848,Smartphone 845,1599.87,2025-02-16
3849,Disco Duro 370,4498.79,2025-01-04
3850,Mouse 397,4610.07,2024-03-14
3851,Mouse Pad 295,1974.22,2024-01-07
3852,Proyector 389,3469.8,2025-01-08
3853,Memoria USB 218,3204.48,2024-12-01
3854,Mouse 592,270.28,2024-01-27
3855,Memoria USB 913,308.45,2024-11-10
3856,Mouse 934,4110.98,2024-06-08
3857,Tablet 666,2270.98,2024-02-11
3858,Memoria USB 307,613.08,2024-05-06
3859,Monitor 649,4123.66,2024-05-26
3860,Auriculares 524,1207.53,2024-02-08
3861,Smartwatch 590,4697.62,2025-04-07
3862,Mouse Pad 799,3027.46,2024-09-19
3863,Monitor 490,1706.84,2024-02-29
3864,Disco Duro 448,313.62,2024-07-07
3865,Proyector 129,663.97,2024-09-04
3866,Laptop 243,2858.48,2024-08-02
3867,Parlante 811,3653.41,2024-01-24
3868,Micrófono 524,1488.53,2024-12-20
3869,Smartphone 513,3267.27,2024-11-01
3870,Memoria USB 785,1461.07,2025-04-27
3871,Monitor 739,1818.19,2025-03-06
3872,Router 776,3016.22,2024-04-10
3873,Cable HDMI 916,1812.88,2024-01-07
3874,Cámara 526,3808.48,2024-01-29
3875,Smartphone 543,3592.89,2024-04-28
3876,SSD 473,2789.37,2024-11-06
3877,Micrófono 542,2539.68,2024-08-04
3878,Tablet 740,1855.98,2024-05-26
3879,Smartwatch 946,2264.02,2025-03-16
3880,Cámara 819,2175.98,2024-03-10
3881,Disco Duro 210,3609.67,2024-06-08
3882,Auriculares 443,229.23,2024-10-22
3883,Smartwatch 325,710.82,2024-11-26
3884,Smartwatch 663,1179.61,2024-05-14
3885,Cámara 630,4806.5,2025-03-17
3886,Cargador 807,1184.89,2024-06-11
3887,Memoria USB 424,3939.87,2024-12-16
3888,Monitor 844,3071.7,2024-04-25
3889,Smartwatch 809,1927.24,2024-11-20
3890,Mouse 853,793.36,2024-06-13
3891,Cámara 853,2567.32,2024-01-31
3892,Micrófono 188,2125.53,2024-12-07
3893,Laptop 568,192.97,2024-06-08
3894,Impresora 541,4230.82,2024-06-24
3895,Cable HDMI 996,1110.38,2024-01-11
3896,Tablet 347,3245.95,2024-07-11
3897,Tablet 819,3797.01,2024-07-13
3898,Mouse Pad 180,3570.73,2024-04-01
3899,SSD 747,786.06,2024-02-08
3900,Mouse 240,4413.71,2024-03-30
3901,Proyector 394,4973.72,2024-07-01
3902,Smartphone 178,4072.98,2024-09-23
3903,Micrófono 913,1553.41,2024-07-12
3904,Cargador 180,943.94,2025-04-22
3905,Smartwatch 623,1190.97,2024-04-07
3906,Laptop 455,4765.57,2024-11-24
3907,Tablet 757,4893.43,2025-05-05
3908,Impresora 106,1118.47,2024-05-01
3909,Monitor 566,1970.85,2024-12-22
3910,Smartphone 944,4201.06,2024-11-03
3911,Parlante 182,550.97,2024-03-31
3912,SSD 397,4741.85,2025-01-14
3913,Parlante 490,4764.21,2025-02-07
3914,Cable HDMI 492,1967.92,2025-01-06
3915,Smartphone 395,1206.19,2025-03-26
3916,Mouse Pad 619,3384.28,2024-10-23
3917,Cable HDMI 361,1783.67,2024-11-07
3918,Cargador 679,241.23,2024-12-20
3919,Memoria USB 666,2137.6,2024-08-20
3920,Cargador 121,3982.97,2024-05-12
3921,Memoria USB 272,2628.01,2025-01-06
3922,Smartphone 473,777.09,2024-07-23
3923,Router 981,2193.28,2024-01-20
3924,Mouse 236,3122.96,2024-11-21
3925,Monitor 182,4233.47,2025-03-21
3926,SSD 674,459.77,2025-01-01
3927,Smartphone 777,3446.99,2024-06-27
3928,Mouse 737,1981.62,2024-06-20
3929,Teclado 608,810.43,2024-08-04
3930,Router 592,122.26,2024-08-29
3931,Laptop 656,3439.38,2024-12-09
3932,Laptop 501,3097.59,2024-11-16
3933,Memoria USB 121,2803.78,2024-05-16
3934,Monitor 797,1580.88,2025-04-14
3935,Impresora 956,2283.3,2024-01-03
3936,SSD 919,948.85,2025-02-22
3937,Parlante 492,416.75,2024-06-01
3938,Disco Duro 529,4366.93,2024-07-27
3939,Smartwatch 605,2993.11,2024-01-26
3940,Micrófono 258,2155.49,2024-08-28
3941,Mouse 737,913.09,2024-08-17
3942,Smartwatch 917,585.45,2025-04-27
3943,Disco Duro 250,849.87,2024-04-30
3944,Mouse 462,1968.69,2024-01-13
3945,Cable HDMI 521,895.05,2025-03-16
3946,Cable HDMI 187,4030.03,2024-12-15
3947,Disco Duro 296,2459.07,2025-03-24
3948,Teclado 985,924.1,2025-04-02
3949,Cargador 714,818.83,2024-04-16
3950,Laptop 166,4305.44,2024-01-30
3951,Laptop 529,1844.12,2024-02-23
3952,Smartwatch 932,327.71,2024-02-29
3953,Mouse 926,1164.31,2024-09-22
3954,Proyector 775,1558.1,2024-04-02
3955,Tablet 858,827.42,2024-01-21
3956,Router 790,4437.41,2024-05-13
3957,Proyector 698,1487.36,2024-01-12
3958,Micrófono 437,3376.26,2024-01-18
3959,Smartphone 566,1525.72,2024-04-03
3960,Cargador 956,907.91,2025-03-29
3961,Tablet 414,1382.56,2024-08-29
3962,Impresora 343,2807.24,2025-05-13
3963,Proyector 678,3764.67,2024-07-05
3964,Laptop 720,3808.06,2024-10-16
3965,Proyector 446,597.7,2024-09-17
3966,Parlante 122,4518.23,2024-07-19
3967,Tablet 608,4277.8,2024-05-30
3968,Mouse Pad 847,517.97,2025-04-07
3969,Memoria USB 517,4386.65,2024-12-20
3970,Parlante 310,3298.07,2025-04-01
3971,Teclado 135,1860.86,2024-04-03
3972,Parlante 301,351.13,2024-12-09
3973,Tablet 218,374.83,2024-09-24
3974,Router 477,4374.09,2025-01-13
3975,Tablet 465,2512.67,2024-05-26
3976,Cable HDMI 208,2391.97,2024-11-28
3977,Tablet 201,1949.69,2025-01-30
3978,SSD 548,2559.15,2024-03-24
3979,Cargador 450,3737.62,2025-03-18
3980,Tablet 835,216.91,2025-02-18
3981,Smartphone 499,1369.68,2024-11-13
3982,Auriculares 457,487.38,2024-12-08
3983,Router 683,920.57,2024-12-26
3984,Teclado 570,3897.95,2024-08-15
3985,Smartphone 885,1367.18,2025-05-01
3986,Disco Duro 781,1444.33,2024-05-06
3987,Cámara 797,1418.09,2025-01-17
3988,Mouse 279,3544.19,2024-09-17
3989,Smartphone 623,3159.71,2025-03-17
3990,Proyector 273,1952.03,2024-03-05
3991,Mouse 971,3547.31,2024-09-06
3992,Mouse Pad 971,3081.01,2024-11-06
3993,Memoria USB 123,2387.85,2024-09-09
3994,Disco Duro 482,1066.17,2025-05-01
3995,Micrófono 369,3855.95,2024-07-15
3996,Memoria USB 719,3902.94,2024-09-10
3997,Mouse Pad 943,2953.27,2024-01-19
3998,Monitor 955,2976.58,2025-04-29
3999,Micrófono 600,3961.8,2024-01-02
4000,Parlante 750,2402.22,2024-05-24
4001,Cámara 675,3760.53,2024-03-17
4002,Teclado 982,3057.25,2024-10-20
4003,Parlante 209,2067.53,2025-05-12
4004,Laptop 228,1670.96,2024-10-18
4005,Monitor 601,3854.01,2024-07-23
4006,Tablet 178,3395.33,2024-03-19
4007,Mouse 644,1765.03,2024-05-29
4008,Cable HDMI 733,835.62,2024-01-26
4009,Proyector 378,1223.55,2025-03-17
4010,Router 690,4324.91,2024-04-16
4011,Auriculares 279,2036.82,2024-11-18
4012,Smartphone 473,73.57,2024-12-12
4013,Smartphone 146,87.65,2024-04-04
4014,Disco Duro 824,1421.08,2025-03-30
4015,Auriculares 818,777.92,2024-06-22
4016,Mouse 866,2344.97,2024-12-30
4017,Mouse 289,4529.22,2024-06-09
4018,Impresora 854,2708.63,2024-07-22
4019,Mouse Pad 443,2827.3,2024-09-19
4020,Micrófono 885,3232.13,2024-07-20
4021,Disco Duro 834,2493.55,2024-11-27
4022,SSD 420,1798.95,2024-08-02
4023,Cable HDMI 321,4738.64,2024-04-01
4024,Teclado 137,2629.01,2024-09-06
4025,Cargador 691,96.41,2024-11-08
4026,Micrófono 671,2911.98,2025-04-14
4027,Parlante 769,1397.88,2024-01-01
4028,Router 863,220.18,2024-09-01
4029,Memoria USB 231,2824.18,2024-02-03
4030,Memoria USB 373,3173.1,2024-08-01
4031,Mouse 837,4752.7,2025-04-06
4032,Smartwatch 489,1344.2,2025-03-01
4033,Disco Duro 754,4162.79,2024-09-23
4034,Parlante 959,3052.76,2025-01-21
4035,Router 368,246.76,2025-03-12
4036,Monitor 752,2215.47,2024-08-19
4037,Cable HDMI 760,3125.46,2024-05-10
4038,Proyector 204,2488.36,2025-03-11
4039,Mouse Pad 217,2672.69,2024-11-23
4040,Teclado 156,1817.09,2024-03-03
4041,Cargador 445,3406.45,2024-09-01
4042,Disco Duro 949,4464.55,2024-12-10
4043,Proyector 127,4268.4,2024-06-07
4044,Parlante 370,4056.31,2025-03-20
4045,Mouse Pad 639,2468.87,2024-02-09
4046,Router 463,4892.98,2024-04-03
4047,Laptop 594,577.47,2025-01-24
4048,Cargador 846,2075.07,2025-01-27
4049,Smartwatch 582,3919.38,2024-01-25
4050,Micrófono 883,4459.16,2024-10-25
4051,Disco Duro 674,3571.07,2024-06-10
4052,Mouse 244,1865.63,2024-09-18
4053,Teclado 749,3684.73,2024-10-19
4054,Memoria USB 977,2673.74,2024-02-07
4055,Auriculares 630,4052.79,2024-10-18
4056,Cargador 612,3844.81,2024-08-14
4057,Micrófono 369,352.04,2025-03-25
4058,Parlante 128,3637.3,2024-08-11
4059,Laptop 650,4689.53,2024-04-17
4060,Impresora 452,3756.03,2025-01-02
4061,Mouse Pad 491,4038.58,2024-12-16
4062,Router 544,302.65,2024-07-08
4063,Tablet 397,2923.27,2024-07-02
4064,Cámara 479,3905.14,2024-07-27
4065,Teclado 244,1655.36,2024-09-13
4066,Tablet 244,2372.41,2024-08-18
4067,Laptop 439,3179.55,2025-03-29
4068,Router 749,4742.93,2025-01-18
4069,Monitor 460,2906.77,2025-01-18
4070,Smartphone 567,4336.41,2024-03-26
4071,Cargador 621,4698.53,2024-06-14
4072,Micrófono 789,903.01,2024-12-08
4073,Mouse 666,1985.42,2024-09-17
4074,Smartphone 867,2918.65,2024-10-04
4075,Cargador 216,3685.02,2024-02-22
4076,Tablet 463,4988.67,2024-11-12
4077,Cargador 522,4250.49,2024-01-16
4078,Auriculares 988,2008.96,2024-12-23
4079,Auriculares 246,4640.72,2024-11-13
4080,Cámara 490,2910.48,2024-02-14
4081,Impresora 261,4523.15,2024-08-14
4082,Monitor 234,2494.76,2024-05-03
4083,Cámara 154,4816.49,2024-12-10
4084,Monitor 709,3675.49,2025-01-15
4085,Proyector 686,2532.69,2024-05-09
4086,Mouse 695,653.65,2024-05-15
4087,Auriculares 109,837.63,2024-01-09
4088,Tablet 103,377.5,2024-11-19
4089,Parlante 457,3852.77,2024-02-27
4090,Monitor 920,208.25,2024-03-09
4091,Smartwatch 591,4071.59,2025-03-20
4092,Mouse 639,4714.75,2024-11-14
4093,Mouse Pad 371,2489.81,2025-03-30
4094,Cable HDMI 436,1240.58,2025-03-22
4095,Cable HDMI 173,2955.48,2024-10-11
4096,SSD 829,2491.34,2025-04-27
4097,Impresora 831,1884.62,2024-12-25
4098,Cargador 208,1623.87,2024-09-01
4099,Laptop 689,3953.98,2025-01-12
4100,Disco Duro 918,809.6,2024-01-25
4101,Router 488,4172.97,2024-11-14
4102,Router 355,1164.55,2024-09-06
4103,Auriculares 490,584.39,2025-02-13
4104,Teclado 586,2789.88,2024-11-24
4105,Memoria USB 311,2296.33,2024-12-11
4106,Laptop 265,4959.16,2024-03-29
4107,Laptop 453,1948.58,2025-03-02
4108,Disco Duro 228,622.51,2024-03-07
4109,Cargador 244,3495.51,2024-08-25
4110,Cámara 978,2799.04,2024-10-26
4111,Cargador 269,1277.42,2024-11-04
4112,Mouse 964,234.06,2024-06-05
4113,Monitor 364,3168.44,2025-02-01
4114,Teclado 286,2169.41,2024-02-08
4115,Proyector 597,2196.13,2025-02-06
4116,Smartphone 745,3196.62,2024-02-04
4117,Proyector 136,1323.01,2024-01-23
4118,Laptop 551,2454.25,2025-05-06
4119,Router 443,804.07,2024-10-29
4120,Teclado 427,2180.41,2024-02-23
4121,Cable HDMI 807,1018.42,2024-11-17
4122,Cargador 144,1922.77,2024-11-27
4123,Router 283,2008.31,2024-11-09
4124,Monitor 686,857.49,2024-10-12
4125,Cargador 928,635.82,2024-04-02
4126,Mouse 935,1145.48,2024-10-14
4127,Parlante 383,4867.24,2024-12-01
4128,Router 430,3503.47,2025-05-04
4129,Impresora 666,1830.86,2024-10-12
4130,Disco Duro 489,2950.62,2025-03-08
4131,Monitor 387,3406.74,2025-04-18
4132,Disco Duro 608,1394.23,2025-02-24
4133,Smartphone 973,3844.08,2024-09-14
4134,Teclado 353,3206.72,2024-05-05
4135,Mouse Pad 993,2056.62,2025-02-02
4136,Cargador 708,2563.92,2024-04-18
4137,Cable HDMI 530,693.22,2024-02-02
4138,Auriculares 885,1533.64,2024-07-20
4139,Router 423,4061.69,2024-09-01
4140,Tablet 951,2222.26,2025-01-04
4141,SSD 975,3842.18,2024-07-02
4142,Auriculares 664,1595.93,2025-02-17
4143,Mouse Pad 122,1094.15,2024-02-25
4144,Laptop 275,3251.81,2024-11-06
4145,Auriculares 268,167.34,2024-09-17
4146,Monitor 417,3177.79,2024-02-09
4147,Cargador 286,268.67,2024-07-05
4148,Monitor 263,1908.17,2024-06-28
4149,SSD 380,3031.7,2024-10-14
4150,Memoria USB 135,1981.17,2024-08-11
4151,Auriculares 353,3284.27,2025-04-08
4152,Proyector 837,2418.69,2025-05-01
4153,SSD 104,886.58,2024-11-29
4154,Impresora 294,4953.51,2024-02-13
4155,Proyector 520,3309.32,2025-03-07
4156,Smartwatch 817,4307.98,2025-04-03
4157,Mouse Pad 628,2969.13,2025-01-14
4158,Mouse Pad 378,3154.58,2025-01-25
4159,Laptop 189,2869.54,2024-09-02
4160,Memoria USB 683,4446.72,2024-06-07
4161,Cargador 409,977.58,2025-01-20
4162,Cargador 845,1733.87,2025-04-30
4163,Micrófono 960,2625.08,2025-05-04
4164,Smartwatch 740,3295.68,2024-05-22
4165,Auriculares 292,1283.04,2024-10-07
4166,Teclado 690,2305.39,2025-01-10
4167,Laptop 670,378.92,2024-04-17
4168,Teclado 228,2581.27,2024-08-12
4169,Disco Duro 406,808.05,2024-01-11
4170,Monitor 808,593.95,2025-04-26
4171,SSD 991,2829.81,2024-09-28
4172,Monitor 684,1900.23,2024-09-05
4173,Smartwatch 432,4417.54,2024-07-28
4174,Laptop 772,3625.41,2024-05-04
4175,Smartwatch 360,2268.9,2024-04-07
4176,Cámara 751,1799.96,2024-06-22
4177,Smartphone 424,1710.28,2024-03-02
4178,Parlante 261,4795.46,2024-06-08
4179,Mouse Pad 728,1268.84,2024-02-15
4180,Impresora 899,803.41,2024-12-24
4181,Cámara 308,4255.06,2024-06-20
4182,Parlante 861,1288.44,2024-12-31
4183,Disco Duro 435,3021.01,2024-01-08
4184,Parlante 465,2407.87,2025-01-14
4185,Proyector 775,1664.42,2025-05-06
4186,Teclado 440,1390.12,2024-02-03
4187,Cámara 870,270.02,2024-03-22
4188,Tablet 684,1688.16,2025-05-06
4189,Teclado 403,2654.65,2024-07-21
4190,Micrófono 857,4814.02,2024-09-29
4191,Cable HDMI 744,4319.98,2024-12-09
4192,Impresora 706,2127.59,2024-02-28
4193,Smartwatch 620,2938.33,2024-10-02
4194,Tablet 683,3468.87,2024-04-26
4195,Mouse 296,2312.26,2025-04-05
4196,SSD 209,411.93,2024-08-10
4197,SSD 977,3030.56,2024-04-20
4198,Mouse 844,1562.2,2025-01-10
4199,Impresora 764,4509.4,2024-08-18
4200,SSD 507,3051.39,2025-01-12
4201,Laptop 799,1580.18,2025-03-28
4202,Laptop 265,1793.78,2024-02-11
4203,Impresora 471,478.79,2024-12-11
4204,Monitor 566,793.38,2024-06-11
4205,Router 654,3406.28,2024-11-10
4206,Smartwatch 242,1758.73,2024-06-28
4207,Proyector 552,2667.88,2024-03-20
4208,Smartwatch 552,4813.27,2024-06-03
4209,Monitor 687,3085.39,2024-11-04
4210,Tablet 704,4747.16,2024-03-20
4211,SSD 543,4084.16,2024-12-30
4212,Cámara 194,4832.57,2024-10-05
4213,Disco Duro 548,4363.02,2024-11-27
4214,Tablet 299,1886.38,2025-05-12
4215,SSD 572,4958.54,2024-05-09
4216,Mouse 433,173.55,2025-03-06
4217,Mouse 881,2549.01,2024-07-11
4218,Auriculares 217,4912.26,2025-04-05
4219,Proyector 447,2282.15,2024-10-08
4220,Router 283,3674.89,2025-01-17
4221,Cargador 221,163.16,2024-11-21
4222,Disco Duro 601,2693.91,2024-07-13
4223,Teclado 332,4778.03,2024-06-16
4224,Cable HDMI 356,274.91,2024-04-12
4225,Auriculares 472,482.8,2024-05-06
4226,SSD 866,932.32,2024-02-13
4227,Monitor 372,2786.4,2025-05-12
4228,Mouse Pad 856,2525.92,2025-02-23
4229,Mouse Pad 896,1327.59,2024-06-25
4230,Laptop 107,4303.63,2025-03-22
4231,Impresora 195,3489.35,2024-04-20
4232,Mouse 798,3028.12,2024-01-28
4233,Smartwatch 101,4023.96,2024-02-22
4234,Monitor 804,1059.76,2024-09-04
4235,Memoria USB 212,3655.82,2024-05-28
4236,Impresora 887,3014.39,2024-12-02
4237,Mouse 623,4091.44,2024-10-14
4238,Tablet 420,1658.57,2025-03-26
4239,Impresora 900,4486.27,2024-12-23
4240,Cargador 778,1834.63,2024-04-10
4241,Proyector 231,3770.4,2024-07-22
4242,Teclado 522,1255.6,2024-07-23
4243,Proyector 877,458.13,2024-07-16
4244,Cargador 304,4291.13,2025-01-14
4245,Mouse 323,1304.0,2024-01-02
4246,Impresora 665,2650.95,2024-08-12
4247,Laptop 774,2679.24,2025-04-09
4248,Smartwatch 158,3745.63,2024-03-29
4249,Router 762,4252.88,2024-10-13
4250,Micrófono 370,50.11,2024-11-11
4251,Laptop 484,2150.13,2024-06-18
4252,Smartphone 521,4146.19,2024-06-08
4253,Parlante 337,1344.59,2024-07-29
4254,Memoria USB 533,676.4,2024-01-03
4255,Proyector 432,147.08,2024-04-18
4256,Mouse Pad 760,1832.62,2024-01-23
4257,Smartphone 947,2287.35,2025-02-26
4258,Micrófono 602,3507.11,2025-02-13
4259,Auriculares 156,118.04,2024-04-14
4260,Monitor 773,513.27,2024-06-03
4261,Laptop 546,3983.46,2024-08-22
4262,Teclado 286,4364.28,2024-08-24
4263,Cable HDMI 399,4444.93,2024-02-03
4264,Teclado 543,4343.03,2024-04-24
4265,Tablet 198,4824.21,2025-05-10
4266,Cable HDMI 206,2607.29,2024-08-24
4267,Memoria USB 982,4762.35,2025-03-19
4268,Parlante 721,448.06,2024-06-27
4269,Tablet 878,3204.71,2024-04-20
4270,Parlante 936,3107.3,2024-07-01
4271,Disco Duro 558,2458.55,2025-05-04
4272,Proyector 713,1356.8,2024-01-25
4273,SSD 569,2739.7,2024-06-07
4274,Proyector 685,2708.29,2025-04-05
4275,Monitor 842,2476.86,2024-02-24
4276,Laptop 363,988.55,2025-05-03
4277,Tablet 857,3330.0,2025-02-04
4278,Teclado 365,231.45,2024-03-25
4279,Mouse Pad 808,4538.0,2025-03-13
4280,Teclado 394,2772.89,2024-05-29
4281,Teclado 154,3377.72,2024-01-27
4282,Teclado 566,257.51,2024-08-01
4283,Smartwatch 306,865.41,2024-11-10
4284,Disco Duro 725,150.81,2024-06-04
4285,Impresora 181,1858.09,2024-04-28
4286,Disco Duro 477,2165.35,2024-11-18
4287,Smartphone 426,727.32,2024-03-02
4288,SSD 196,1533.84,2024-12-13
4289,Cámara 420,2152.54,2025-01-21
4290,Auriculares 107,4274.07,2024-03-12
4291,Proyector 783,2348.66,2024-12-03
4292,Router 524,817.36,2024-11-08
4293,Impresora 503,2192.92,2025-05-10
4294,Tablet 774,1135.52,2025-03-26
4295,Parlante 872,1034.15,2025-03-16
4296,Auriculares 978,1016.11,2024-06-02
4297,Memoria USB 529,2158.28,2024-05-02
4298,Auriculares 384,1218.52,2024-11-14
4299,Cámara 335,3390.62,2024-11-24
4300,Smartwatch 863,801.34,2025-05-01
4301,Mouse Pad 577,2052.12,2024-05-28
4302,Cargador 667,528.62,2024-03-25
4303,Auriculares 823,2634.69,2024-02-26
4304,Parlante 641,1978.3,2024-04-15
4305,Monitor 990,651.47,2024-06-02
4306,Mouse 647,2227.47,2024-05-28
4307,Tablet 684,2642.19,2024-05-13
4308,Mouse Pad 444,580.03,2025-01-12
4309,Impresora 633,3022.93,2025-02-22
4310,Parlante 466,4762.91,2024-11-01
4311,Cargador 130,4307.33,2024-04-25
4312,Cámara 260,4824.01,2024-12-27
4313,Cargador 427,2286.07,2024-10-05
4314,Impresora 848,2479.35,2024-12-11
4315,Teclado 419,4583.58,2024-12-01
4316,Auriculares 835,797.8,2024-09-27
4317,Impresora 652,2299.3,2024-03-25
4318,Router 785,1573.87,2024-10-20
4319,Cable HDMI 234,2419.16,2024-05-18
4320,Proyector 239,3792.48,2024-12-16
4321,Monitor 818,1739.19,2024-07-27
4322,Memoria USB 175,3799.61,2025-01-22
4323,Impresora 562,2624.22,2025-01-14
4324,Parlante 238,2342.29,2025-03-06
4325,Impresora 571,899.38,2025-02-25
4326,Monitor 557,131.41,2024-02-07
4327,Teclado 832,1658.81,2024-06-16
4328,Proyector 606,4490.2,2025-03-18
4329,Parlante 793,1065.58,2024-10-16
4330,Tablet 283,363.86,2025-01-24
4331,Parlante 158,3343.91,2025-02-09
4332,SSD 249,4821.0,2025-01-26
4333,Proyector 995,2423.6,2024-04-26
4334,Mouse 190,965.14,2024-10-26
4335,Disco Duro 592,4007.12,2024-04-06
4336,Micrófono 492,1690.47,2024-10-03
4337,Cable HDMI 883,796.8,2024-08-26
4338,Laptop 103,4228.52,2024-08-03
4339,Smartphone 818,4690.7,2024-10-23
4340,Auriculares 336,1872.1,2024-12-10
4341,Mouse 636,3033.48,2024-01-21
4342,Memoria USB 560,2865.85,2024-12-14
4343,Smartwatch 691,2840.32,2024-05-03
4344,Micrófono 866,3880.39,2024-01-28
4345,Router 815,1937.4,2024-06-03
4346,Teclado 155,1280.94,2024-03-21
4347,Mouse 453,546.65,2025-04-11
4348,Memoria USB 193,4303.94,2024-04-27
4349,Cámara 673,1149.14,2024-10-28
4350,Smartphone 339,3616.7,2024-04-07
4351,Micrófono 797,3459.63,2024-04-28
4352,Cable HDMI 168,2860.92,2024-02-22
4353,Micrófono 865,3561.94,2024-06-15
4354,Proyector 285,986.37,2024-06-25
4355,Auriculares 427,4922.49,2025-03-28
4356,Disco Duro 620,3126.58,2024-08-24
4357,Auriculares 752,3450.52,2025-01-29
4358,Disco Duro 767,2933.54,2024-02-06
4359,Teclado 793,2798.45,2024-06-05
4360,Cámara 266,3115.35,2024-10-09
4361,Tablet 707,2882.49,2024-12-05
4362,Auriculares 872,4519.76,2024-07-02
4363,Disco Duro 216,702.64,2024-12-04
4364,Teclado 125,4689.82,2024-10-12
4365,Smartphone 908,4961.63,2024-10-09
4366,Cargador 134,2863.32,2024-08-26
4367,Laptop 228,2830.7,2024-04-20
4368,Laptop 167,1143.41,2024-01-17
4369,Cable HDMI 393,1427.47,2025-05-14
4370,Laptop 680,3875.7,2024-09-14
4371,Proyector 659,3162.2,2024-06-20
4372,Teclado 581,2395.31,2025-01-29
4373,Laptop 852,1823.8,2024-02-25
4374,Mouse Pad 829,3046.35,2024-03-10
4375,Mouse Pad 814,2293.32,2024-05-06
4376,Smartwatch 927,2773.29,2024-08-28
4377,Cámara 846,1172.18,2024-01-31
4378,Tablet 808,431.1,2024-09-03
4379,Micrófono 973,4452.58,2024-12-11
4380,Tablet 395,2838.92,2024-06-18
4381,Impresora 411,2894.06,2025-01-31
4382,Mouse Pad 189,4159.94,2024-01-19
4383,Cámara 798,2883.01,2025-04-05
4384,Mouse 279,217.83,2025-01-11
4385,SSD 250,4770.12,2024-03-29
4386,Mouse 555,3495.46,2024-05-18
4387,Parlante 736,3955.77,2024-11-14
4388,Proyector 728,3922.96,2024-07-05
4389,Impresora 450,3665.69,2025-04-10
4390,Disco Duro 808,1336.36,2025-04-16
4391,Parlante 774,702.71,2024-10-17
4392,Monitor 295,1473.14,2025-01-16
4393,Micrófono 983,501.51,2024-01-26
4394,Smartphone 923,3759.04,2024-04-15
4395,Micrófono 146,1009.87,2024-09-07
4396,Proyector 999,2529.25,2024-05-06
4397,Mouse Pad 112,2180.12,2024-05-22
4398,Router 411,808.23,2025-04-27
4399,Impresora 104,1749.7,2024-10-06
4400,Memoria USB 918,4158.35,2024-04-09
